chem_id,inchikey,mw,exact_mw,logp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,ring_count,fraction_csp3,heavy_atoms,heteroatoms,formal_charge,qed,ro5_violations
Chemical_4399779360856849801,UWSUGXFVYBVFDX-YHYXMXQVSA-N,234.383,234.1984,3.633,20.23,1,1,5,0,4,0.875,17,1,0,0.7202,0
Chemical_4255411897939862075,Escholtzine,323.348,323.1158,2.97,40.16,0,5,0,2,6,0.3684,24,5,0,0.7453,0
Chemical_2082786884373307409,WGIYGODPCLMGQH-JODVHQMASA-N,536.888,536.4382,12.628,0.0,0,0,13,0,1,0.4,40,0,0,0.1621,2
Chemical_7761116969672739641,ODBLHEXUDAPZAU-OKKQSCSOSA-N,192.123,192.027,-1.393,132.13,4,4,5,0,0,0.5,13,7,0,0.421,0
Chemical_3643421220613298161,LVFCLUMIBMHAFL-HMUNZLOLSA-N,284.264,284.0896,-1.357,116.45,4,7,3,1,2,0.4615,20,7,0,0.5066,0
Chemical_6621654765732354538,ONQRKEUAIJMULO-QUFJAGTJSA-N,426.729,426.3862,8.169,20.23,1,1,4,0,5,0.9333,31,1,0,0.4494,1
Chemical_3947798105556592205,Eucommin A,550.557,550.205,0.672,165.76,5,12,8,2,5,0.5556,39,12,0,0.3124,2
Chemical_6767953669582730972,AKVFHSQBKRFJIZ-WXFNBDTDSA-N,410.532,410.1763,3.462,71.06,0,7,5,0,3,0.7143,28,7,0,0.5076,0
Chemical_3554379507747821811,JEJMDPMXZVPATB-ZPCGSGGZSA-N,398.587,398.2821,5.866,43.37,0,3,2,0,5,0.8462,29,3,0,0.4317,1
Chemical_4642126281746978587,nan,546.704,546.2981,8.542,100.13,3,6,11,3,3,0.3824,40,6,0,0.1266,2
Chemical_8612252635599486373,"2-Carbomethoxy-3-Prenyl-1,4-Naphthohydroquinone-1,4-Di-O-Beta-Glucoside",610.609,610.2262,-1.507,225.06,8,14,9,2,4,0.5517,43,14,0,0.1194,3
Chemical_6422313776989127037,OAICOSKBQLOMBW-SOHCERLJSA-N,430.673,430.3447,5.496,60.69,3,3,5,0,4,0.8571,31,3,0,0.505,1
Chemical_4330001152420009568,Mammea A/Ac Cyclo F,408.45,408.1573,4.223,96.97,2,6,5,3,4,0.3333,30,6,0,0.4846,0
Chemical_8428159117640948035,UHQYOQKHQDMJGU-OWKGIWLUSA-N,306.358,306.1467,2.065,72.83,1,5,2,0,2,0.5294,22,5,0,0.4801,0
Chemical_5688584972925811979,20(R)-Protopanaxatriol,476.742,476.3866,5.471,80.92,4,4,4,0,4,0.9333,34,4,0,0.4056,1
Chemical_7649970466701276524,WQRBJFZKPWPIJD-UHFFFAOYSA-N,202.338,202.1933,3.746,18.46,0,2,10,0,0,1.0,14,2,0,0.3966,0
Chemical_966225817149996362,HXZMVLQJZGBXOD-CXXUXPJRSA-N,698.806,698.3302,5.387,153.87,0,12,9,1,5,0.6579,50,12,0,0.1407,3
Chemical_6631579359636819932,nan,364.347,364.1369,-3.714,161.6,6,10,4,0,4,1.0,25,10,0,0.2737,1
Chemical_615737200562066473,nan,331.368,331.142,1.285,71.39,2,6,1,1,5,0.5556,24,6,0,0.8079,0
Chemical_8065076039761456363,nan,469.575,469.2676,-1.148,121.08,4,9,5,0,6,1.0,33,9,0,0.3956,0
Chemical_8556594592589442699,MMKIAHOGFMPKCT-LUNGMMDTSA-N,666.822,666.3206,3.697,76.56,1,6,2,2,13,0.5238,50,8,0,0.4935,1
Chemical_6962695609909279967,LGDCXDZIQOEXJE-UHFFFAOYSA-N,112.172,112.0888,2.161,19.9,0,0,4,0,0,0.7143,8,1,0,0.3015,0
Chemical_8143330137606704385,XTGYWZXUYFAABL-WKSBAVGDSA-N,394.471,394.1893,2.013,62.24,1,5,3,1,6,0.5217,29,6,0,0.7951,0
Chemical_8007774136519591949,1-O-Deacetyl-1-O-Tigloylohchinolide B,664.792,664.3247,6.154,127.57,0,10,6,1,6,0.6316,48,10,0,0.1511,2
Chemical_4185499393590518255,XREWXRLFVPMZBA-XRXFAXGQSA-N,324.464,324.2089,5.417,26.3,0,2,3,1,3,0.5,24,2,0,0.5482,1
Chemical_1888882217522353371,NCFPHBHTPSXYFH-BXOOBUKZSA-N,484.677,484.3189,6.861,94.83,3,5,8,0,2,0.6,35,5,0,0.2583,1
Chemical_1734204442599411286,LFXAOLSGYQSMPW-JXAWYSTCSA-N,281.261,281.1111,-3.25,152.2,6,8,6,0,1,0.9,19,9,0,0.2192,1
Chemical_973146472539969449,Castalagin,934.633,934.0712,1.318,455.18,16,26,0,5,10,0.1463,67,26,0,0.0591,3
Chemical_4466269449070239490,XTGMXQCGCNTMEI-RLKKFORUSA-N,400.515,400.225,3.231,83.2,2,5,2,1,6,0.7917,29,5,0,0.745,0
Chemical_340406003704030016,JUQGWBAOQUBVFP-OPFPJEHXSA-N,204.357,204.1878,4.581,0.0,0,0,1,0,2,0.7333,15,0,0,0.5483,0
Chemical_908122803463516651,UFBPWFODSIJGPL-UHNVWZDZSA-N,204.23,204.1222,-1.978,145.45,6,4,6,0,0,0.7143,14,7,0,0.2183,1
Chemical_7082792566810798179,nan,158.245,158.1419,0.64,55.12,2,2,5,0,0,0.875,11,3,0,0.5768,0
Chemical_6867685843518264890,FCBNTAJEZHMKMS-DHMWGJHJSA-N,266.337,266.1518,1.876,77.76,3,3,2,0,2,0.6667,19,4,0,0.5265,0
Chemical_7768609504554943312,LZEKELFEQPQVCM-UHFFFAOYSA-N,536.492,536.1107,5.731,150.57,4,9,4,6,6,0.0323,40,9,0,0.2213,2
Chemical_4240496846020677529,JVFPKSJJCQBJRO-FDPVCUJSSA-N,584.527,584.1741,-2.532,242.13,8,15,8,1,4,0.5385,41,15,0,0.0892,3
Chemical_8148624584684069537,YHPOEIHWYRUVKC-YDFGWWAZSA-N,280.367,280.1463,5.134,29.46,1,2,4,2,2,0.1579,21,2,0,0.8405,1
Chemical_7718522059350437852,Lactucopicrin,410.422,410.1366,1.782,110.13,2,7,4,1,4,0.3478,30,7,0,0.5751,0
Chemical_7760224025081945673,CKZQZHKPLHXPCT-PTGBLXJZSA-N,368.722,368.3474,8.223,9.23,0,1,15,0,0,0.913,25,2,0,0.2088,1
Chemical_5011732516924105356,FLIACVVOZYBSBS-GZXVCZRGSA-N,272.449,272.2591,5.641,26.3,0,2,14,0,0,0.9412,19,2,0,0.3019,1
Chemical_828075716543925987,ZSBWUNDRDHVNJL-UHFFFAOYSA-N,96.129,96.0575,1.296,17.07,0,1,0,0,1,0.5,7,1,0,0.4439,0
Chemical_7403591889896313464,BENRMCVWICIKQJ-TXQOIQMMSA-N,415.577,415.2511,7.233,45.25,2,2,2,3,6,0.5,31,3,0,0.4635,1
Chemical_5820038869288359398,nan,128.215,128.1201,2.115,20.23,1,1,5,0,0,0.75,9,1,0,0.4439,0
Chemical_7912039268836153389,2-Desmethylcolchicin,385.416,385.1525,3.409,97.58,2,6,4,2,3,0.3333,28,7,0,0.6183,0
Chemical_9213061658049970505,GRHQTTJLYWYUIY-PFXMELLXSA-N,426.597,426.277,4.978,66.76,2,4,3,1,5,0.7407,31,4,0,0.6693,0
Chemical_762262192515050468,NQGDGFITHGCDAO-ULCPARNTSA-N,959.133,958.5137,-0.325,315.21,12,18,9,0,8,0.9375,67,19,0,0.1041,3
Chemical_965795442271573804,Isoescin Ib,1131.269,1130.5509,-1.321,388.04,13,23,14,0,8,0.8727,79,24,0,0.0415,3
Chemical_1719367829320241708,WJMOFJJTTHNUOH-DKXJUACHSA-N,170.208,170.0943,0.566,46.53,1,3,0,0,2,0.8889,12,3,0,0.5404,0
Chemical_2587006425027335540,Terflavin A,1086.738,1086.0822,1.978,518.76,17,30,6,8,10,0.125,78,30,0,0.0372,3
Chemical_5929808595521446552,DZIJJEZRPMYRRP-KUGNBTMFSA-N,432.582,432.197,5.536,65.74,0,6,5,1,3,0.5833,30,6,0,0.4498,1
Chemical_6623560735902922078,PXMCURAOQSNMOZ-ZTJVYCIYSA-N,222.372,222.1984,4.086,20.23,1,1,1,0,1,0.7333,16,1,0,0.6626,0
Chemical_2244636177145487570,Serine,105.093,105.0426,-1.609,83.55,3,3,2,0,0,0.6667,7,4,0,0.3942,0
Chemical_3920395456136415855,UPGHTKNUBRMECH-AWEZNQCLSA-N,348.362,348.1222,2.486,108.07,3,5,3,3,4,0.1579,26,7,0,0.6738,0
Chemical_2876246159770248438,UXCMMWBPZGSBIK-XZIWGFAYSA-N,422.43,422.1577,0.777,128.73,1,9,4,0,3,0.619,30,9,0,0.3023,0
Chemical_3987738127832835086,Maritimein,448.38,448.1006,-0.402,186.37,7,11,4,2,4,0.2857,32,11,0,0.2382,2
Chemical_856006309633760566,BMXUVXIUASRKDN-FWEYBEAVSA-N,516.634,516.2512,6.058,82.06,1,6,4,1,7,0.5,38,6,0,0.4902,2
Chemical_6262186976009760152,SZOFJDHXUVIJBB-AZZYWZRLSA-N,524.654,524.2774,5.185,99.13,1,7,7,1,3,0.5161,38,7,0,0.2269,2
Chemical_5976040306855795977,nan,295.291,295.1056,-0.653,115.17,5,6,3,2,3,0.4286,21,7,0,0.5137,0
Chemical_1485270325492603844,Apigenin-4'-O-Glucoside,432.381,432.1056,0.05,170.05,6,10,4,3,4,0.2857,31,10,0,0.331,1
Chemical_2101737950499899520,nan,313.397,313.1678,2.155,30.93,0,4,2,1,5,0.5789,23,4,0,0.783,0
Chemical_8394190718487401839,XRNWDZJBEMYAFL-LLIBEDNJSA-N,913.108,912.5083,0.144,277.91,11,17,9,0,8,0.9149,64,17,0,0.1374,3
Chemical_3564558172422175815,GIQKWLHFWBBSSV-QNSTZXKLSA-N,264.369,264.1838,0.843,43.78,1,3,0,0,4,0.9333,19,4,0,0.705,0
Chemical_935940413514039625,JVPLVXRNWLOHML-UHFFFAOYSA-N,290.447,290.2246,5.605,37.3,1,1,13,1,1,0.6316,21,2,0,0.4797,1
Chemical_2623481369030694358,SFVJFSIQKBXNPZ-MIWZTYSMSA-N,708.625,708.169,1.257,268.68,11,16,4,4,8,0.3143,51,16,0,0.1332,3
Chemical_1675051714018727555,Licoagrochalcone D,354.402,354.1467,3.371,75.99,2,5,5,2,3,0.2857,26,5,0,0.6359,0
Chemical_5303644443516518148,Xanthoxylin,196.202,196.0736,1.612,55.76,1,4,3,1,1,0.3,14,4,0,0.746,0
Chemical_3717267557215918813,SXLYHZXGNXAASM-VBSKCKADSA-N,1101.287,1100.5767,0.202,339.74,11,22,11,0,9,0.9273,77,22,0,0.0748,3
Chemical_5008578470878920796,NMCGVMFQTRAOOV-UHFFFAOYSA-N,756.893,756.3622,7.08,98.78,0,12,13,4,7,0.4419,55,12,0,0.1395,3
Chemical_3252359092881833227,FOIZZXKAYVIZQC-HBFXMWHYSA-N,449.547,449.2202,1.744,90.23,3,6,2,1,10,0.6667,33,6,0,0.4709,0
Chemical_3427607324965297703,Maltose,342.297,342.1162,-5.397,189.53,8,11,4,0,2,1.0,23,11,0,0.2433,2
Chemical_8845945104046174129,GADVYUZLGRAFKB-UBAJKFBNSA-N,556.561,556.2156,-1.087,205.58,6,13,5,1,5,0.7692,39,13,0,0.2389,3
Chemical_3591284091951637800,BAQGIZKIYSRPFK-HWLKTZOTSA-N,250.338,250.1569,2.532,38.83,0,3,0,0,4,0.9333,18,3,0,0.4896,0
Chemical_7287568336538155522,CCYKGGNUSJBVDG-SSDOTTSWSA-N,266.293,266.1154,2.456,83.83,2,5,5,1,1,0.4286,19,5,0,0.6314,0
Chemical_4653849990719869679,DMQBEJUBPKVXEH-NHRWBWOCSA-N,602.457,602.0908,0.787,277.27,10,16,5,4,5,0.1852,43,16,0,0.1116,3
Chemical_6083547803463980167,FSQQTNAZHBEJLS-UPHRSURJSA-N,115.088,115.0269,0.162,81.38,3,2,2,0,0,0.0,8,4,0,0.2722,0
Chemical_8969008749953931645,"(2S)-2',3,5,6',7-Pentahydroxyflavanone",304.254,304.0583,1.186,127.45,5,7,1,2,3,0.1333,22,7,0,0.5351,0
Chemical_4104655104722682775,RCLUPZYCRSJKQW-BNXWCBMGSA-N,768.913,768.417,4.254,256.39,7,9,5,1,4,0.6316,55,17,0,0.2256,2
Chemical_89080283710955030,WZAXZHIVHPRTIU-DKULBZLCSA-N,784.72,784.2215,0.197,284.73,9,18,11,4,6,0.3684,56,18,0,0.0725,3
Chemical_5168153970491890345,Centaurein,522.459,522.1373,0.076,197.74,6,13,7,3,4,0.375,37,13,0,0.244,3
Chemical_8354340041510647430,OKZRRYTYGSMPAD-BATLQEFTSA-N,633.735,633.3149,0.086,156.61,4,12,9,1,7,0.7879,45,12,0,0.2724,2
Chemical_2850035304254665273,VCWMRQDBPZKXKG-PQZJXPOASA-N,342.297,342.1162,-6.01,200.53,9,11,3,0,2,1.0,23,11,0,0.2362,2
Chemical_1939477628860005538,ILPNRWUGFSPGAA-UHFFFAOYSA-N,128.171,128.0837,1.335,34.14,0,2,4,0,0,0.7143,9,2,0,0.5352,0
Chemical_1005471686451818741,JQQXEGDTERJIIO-OUJBWJOFSA-N,264.277,264.0998,1.564,53.99,0,5,3,1,3,0.5,19,5,0,0.7755,0
Chemical_562389124645939234,DRFYRPZKEHUQPM-FNKUDFEBSA-N,432.513,432.2148,1.363,128.2,4,7,1,1,5,0.75,31,7,0,0.5275,0
Chemical_1512143855137170944,ADBNLBJPUAZWEK-HWRJJQNZSA-N,634.854,634.387,7.003,124.29,4,6,5,1,6,0.6923,46,7,0,0.1562,2
Chemical_2080164811462246217,UPIXOIGOUJHLPG-AGNJHWRGSA-N,504.587,504.1349,0.071,216.84,6,9,12,0,2,0.6316,33,14,0,0.1182,2
Chemical_6690665916630737280,NGQFJGJYHKQJFM-OOHMBUEHSA-N,675.772,675.3255,0.657,162.68,3,13,10,1,7,0.7714,48,13,0,0.297,2
Chemical_9012966339976268238,RAPZMNBUKQLWKN-UJZITQHTSA-O,817.726,817.2186,-0.404,319.42,11,18,12,2,6,0.3684,58,20,1,0.0492,3
Chemical_5647183247557319050,KWFJIXPIFLVMPM-AIEDFZFUSA-N,204.357,204.1878,4.415,0.0,0,0,3,0,4,0.8667,15,0,0,0.5971,0
Chemical_7413486317446694240,MECHNRXZTMCUDQ-OQGZBSKRSA-N,399.677,399.358,7.641,20.23,1,1,5,0,3,0.7143,29,1,0,0.4708,1
Chemical_1169648899635156923,MSKVJEAKVWAQTA-JFPZSYFPSA-N,678.599,678.1585,2.705,257.81,8,14,10,3,4,0.1765,49,15,0,0.0664,3
Chemical_8522280185864191898,Neocaesalpin W,538.59,538.2414,1.565,154.89,2,11,4,0,4,0.7778,38,11,0,0.3957,2
Chemical_3514139021767549178,JCGMJARSAZGXHM-IOVDIWOASA-N,310.39,310.178,2.034,64.99,1,5,2,0,3,0.8235,22,5,0,0.7907,0
Chemical_249693076598882889,Sigmoidin B,356.374,356.126,3.724,107.22,4,6,3,2,3,0.25,26,6,0,0.4931,0
Chemical_2614777064905674248,LHONWXPQABNHFF-HWPLMKENSA-N,416.511,416.241,-0.314,139.84,6,8,4,0,3,0.9048,29,8,0,0.343,1
Chemical_7964275798668050722,Octyl Acetate,172.268,172.1463,2.91,26.3,0,2,7,0,0,0.9,12,2,0,0.4357,0
Chemical_3923652732638148181,Koumine,306.409,306.1732,2.936,24.83,0,3,1,1,7,0.55,23,3,0,0.7453,0
Chemical_7414005924053619851,WTKUHKWWAMSHEE-XBQYKTMKSA-N,688.635,688.2003,0.9,247.43,8,16,12,4,5,0.3636,49,16,0,0.103,3
Chemical_2853604172975747331,UCNIUVSOJLHWRM-IDHAOPCBSA-N,388.64,388.3454,4.418,26.71,1,3,4,0,4,0.92,28,3,0,0.7224,0
Chemical_4762938339222531453,AGBCLJAHARWNLA-DKXTZBOQSA-N,785.025,784.4973,2.147,218.99,9,13,9,0,6,0.9524,55,13,0,0.1212,3
Chemical_6019858828302527823,LWXZBNGSFONONO-DYMFOSIASA-N,903.069,902.4875,-0.831,287.14,11,18,12,0,8,0.9556,63,18,0,0.1066,3
Chemical_2442942064409768961,MPYYVGIJHREDBO-JMSVASOKSA-N,238.371,238.1933,3.791,26.3,0,2,3,0,2,0.9333,17,2,0,0.6992,0
Chemical_3585738655631021135,FPAQFGDNJSALCJ-MIUGBVLSSA-N,418.571,418.2931,2.811,116.45,4,7,16,0,1,0.9545,29,7,0,0.2249,0
Chemical_6793931204734376084,YHMXXWPCCYKAQZ-YMTOWFKASA-N,270.325,270.1467,2.171,57.15,1,5,7,1,1,0.5714,19,5,0,0.8226,0
Chemical_5849445016054024703,Ligraminol D,376.449,376.1886,2.62,77.38,2,6,11,2,2,0.4286,27,6,0,0.6278,0
Chemical_6649093703130506748,XWVGMPJQSWKTJV-BHDDXSALSA-N,344.495,344.2351,5.089,46.53,1,3,3,1,3,0.6818,25,3,0,0.777,1
Chemical_8710615018926328403,Saussureamine B,345.439,345.194,2.626,66.84,1,4,3,0,4,0.7,25,5,0,0.6291,0
Chemical_4732576206738088927,nan,531.578,531.2236,1.876,155.7,1,10,6,1,5,0.7143,38,10,-1,0.4246,1
Chemical_4581799525493367885,4-[(1R)-2-Amino-1-Hydroxyethyl]Phenol,153.181,153.079,0.384,66.48,3,3,2,1,1,0.25,11,3,0,0.5752,0
Chemical_6360112347323095791,KEZXVHCIQLIBOO-CIAFOILYSA-N,572.874,572.4229,9.706,46.53,1,3,8,1,6,0.7179,42,3,0,0.1916,2
Chemical_5223465939367552037,SVURIXNDRWRAFU-RVLYAHEQSA-N,222.372,222.1984,3.61,20.23,1,1,0,0,3,1.0,16,1,0,0.6636,0
Chemical_4247307996724648911,VZQCFXUMFURPPF-MTVLNFOZSA-N,890.97,890.4147,-1.715,310.28,10,20,17,0,6,0.8571,62,20,0,0.0727,3
Chemical_6267704245376816616,ZATNUISQHWOHHK-UHFFFAOYSA-N,122.211,122.1096,2.775,0.0,0,0,0,0,1,0.5556,9,0,0,0.4632,0
Chemical_8568224055727099426,WAQIWFFEZIMVBD-SZZKGLNZSA-N,432.513,432.2148,2.479,102.29,2,7,3,1,4,0.6667,31,7,0,0.7076,0
Chemical_1400493642352374178,nan,444.524,444.2148,4.514,120.36,4,7,8,3,3,0.48,32,7,0,0.3772,0
Chemical_3377023165642081461,nan,263.2,263.0718,-1.046,111.59,4,7,2,1,2,0.5556,18,9,0,0.544,0
Chemical_7064807182175909486,VMQOLVQBURNDRH-OAGSKOTGSA-N,630.643,630.2312,0.979,201.67,6,13,12,2,4,0.4375,45,13,0,0.1433,3
Chemical_1778658635260310990,Oleandomycin,687.868,687.4194,1.909,165.98,3,13,6,0,4,0.9429,48,13,0,0.2742,2
Chemical_5673545158222036657,FPZIKMSUKUOGLD-UFXLPGSESA-N,342.391,342.1467,2.903,86.99,3,5,0,1,4,0.45,25,5,0,0.6312,0
Chemical_7354588058423202940,YZWOKWMEQQCMRN-UHFFFAOYSA-N,150.221,150.1045,2.654,17.07,0,1,5,0,0,0.3,11,1,0,0.4347,0
Chemical_8356821728791313427,WKVKAWWZXXTJEH-UHFFFAOYSA-N,452.503,452.1835,5.308,120.36,4,7,6,3,3,0.2692,33,7,0,0.2955,1
Chemical_8562403875112124137,(-)-O-Methylether Aegeline,311.381,311.1521,4.053,51.05,1,3,7,2,2,0.2105,23,4,0,0.6197,0
Chemical_6087209803859239097,nan,252.354,252.1725,3.151,57.53,2,2,4,0,1,0.6667,18,3,0,0.5966,0
Chemical_2827588895049849157,KBBRVTNGCNCUCX-LISBJPICSA-N,366.41,366.1679,-0.591,124.29,4,7,0,0,4,0.7895,26,7,0,0.4224,0
Chemical_1788254318243911691,Cassythicine,325.364,325.1314,2.882,51.16,1,5,1,2,5,0.3684,24,5,0,0.8736,0
Chemical_3819676565653325002,Ethyl Tetradecanoate,256.43,256.2402,5.251,26.3,0,2,13,0,0,0.9375,18,2,0,0.3321,1
Chemical_7895193205308552937,SLGWGPQWJRVPAD-OBXXFQLLSA-N,462.722,462.361,6.577,23.55,0,2,2,1,6,0.7742,34,3,0,0.4957,1
Chemical_4818073369351709418,nan,178.319,178.1722,4.645,0.0,0,0,8,0,0,0.5385,13,0,0,0.3748,0
Chemical_4307386240086092236,PINOVIBSSNQWAW-UHFFFAOYSA-N,474.33,474.0434,1.762,231.51,8,12,5,3,3,0.0,34,13,0,0.1498,2
Chemical_1039507651664972449,KWAOMPWGIIXDPH-MVWHLILJSA-N,288.323,288.123,-0.885,63.36,3,4,0,1,5,0.5,21,5,1,0.5424,0
Chemical_4417679378979932268,"(2S)-2-(2-Hydroxypropan-2-Yl)-4-Methoxy-7-[[(2R,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxymethyl]-2,3-Dihydrofuro[3,2-G]Chromen-5-One",468.455,468.1632,-0.807,168.28,5,11,6,2,4,0.5909,33,11,0,0.3596,1
Chemical_1349376725934054005,XHMGEKKHSKIGMI-BDBJOHPESA-N,310.434,310.2144,3.843,70.06,2,3,13,0,1,0.7222,22,4,0,0.3079,0
Chemical_1902373170800510288,WMGUVQVDQWMMBL-UHFFFAOYSA-N,200.237,200.0837,3.051,26.3,0,2,2,2,2,0.1538,15,2,0,0.6963,0
Chemical_6500288518289111950,DAEFUOXKPZLQMM-YHXYPNLASA-N,622.928,622.4809,7.858,105.45,3,7,25,0,3,0.9189,44,7,0,0.0703,2
Chemical_6673396614281418232,OYONKNQJEXRUQZ-AMEYMCPOSA-N,234.339,234.162,3.331,37.3,1,2,1,0,1,0.5333,17,2,0,0.5579,0
Chemical_1353178319776464642,2-Azaniumyl-3-Methylpentanoate,131.175,131.0946,0.444,63.32,2,2,3,0,0,0.8333,9,3,0,0.5839,0
Chemical_8410168246345203828,Ethylbenzene,106.168,106.0783,2.249,0.0,0,0,1,1,1,0.25,8,0,0,0.5148,0
Chemical_1785845318558012274,DRWYRTBGYGOFNY-UHFFFAOYSA-N,380.525,380.2563,2.163,90.15,4,5,3,0,4,0.9091,27,5,0,0.5636,0
Chemical_6531362224281139814,ZNWYDQPOUQRDLY-UHFFFAOYSA-N,269.159,270.0119,-1.259,126.64,4,4,7,0,0,0.7143,14,7,0,0.3374,0
Chemical_2209457005832786554,5-Epi-Vibsanin G,432.557,432.2512,3.836,100.9,2,6,10,0,1,0.56,31,6,0,0.2354,0
Chemical_1806909836927762906,Squalene,410.73,410.3913,10.605,0.0,0,0,15,0,0,0.6,30,0,0,0.1859,1
Chemical_1728073551535535430,AYQBNFCPVJEXBA-GWWBTZNMSA-N,331.289,331.124,-4.728,221.26,11,8,2,0,3,0.7,23,13,0,0.1316,1
Chemical_5286279768244369360,nan,429.513,429.2151,1.02,96.3,2,7,2,0,9,0.8333,31,7,0,0.4998,0
Chemical_5500244591459457561,Itaconic Anhydride,112.084,112.016,0.016,43.37,0,3,0,0,1,0.2,8,3,0,0.2518,0
Chemical_815758716092307373,LJYUJPUTKALHOJ-ATUOXGKOSA-N,476.522,476.2046,0.628,142.12,4,9,1,1,7,0.8,34,9,0,0.339,0
Chemical_830614253635076903,"7-(6'r-Hydroxy-3',7'-Dimethyl-2'e,7'-Octadienyloxy)Coumarin",314.381,314.1518,3.835,59.67,1,4,7,2,2,0.3158,23,4,0,0.623,0
Chemical_3714303496934554746,UIFSQNKEIFIEJO-SQQCDOLMSA-N,1373.537,1372.6875,-5.276,495.13,19,31,20,0,10,0.9688,95,31,0,0.04,3
Chemical_6302455877895812978,BZLGMRUWTOKQOO-JOXKBMTQSA-N,672.724,672.2782,2.322,189.03,2,13,6,1,5,0.6571,48,13,0,0.3312,2
Chemical_1835456783382413330,"(2S)-4-[7-[(2R,5S)-5-[(4S,7R)-7-[(2R,5R)-5-[(1R)-1-Hydroxytridecyl]Oxolan-2-Yl]-1,3-Dioxepan-4-Yl]Oxolan-2-Yl]Heptyl]-2-Methyl-2H-Furan-5-One",634.939,634.4809,8.878,83.45,1,7,22,0,4,0.9211,45,7,0,0.0941,2
Chemical_6008309046847874454,Rehmaglutoside H,614.685,614.2938,-0.863,215.83,8,13,7,0,4,0.7667,43,13,0,0.0996,3
Chemical_4973766173532446969,nan,316.441,316.2038,3.326,54.37,1,3,1,0,3,0.7,23,3,0,0.8071,0
Chemical_8462896080910276654,GNPWDPZTRHBTJY-ZXXQBWPGSA-N,390.476,390.2042,2.707,71.06,0,6,1,0,5,0.8182,28,6,0,0.6414,0
Chemical_365608008188001624,VRAFLAJRBDTYBS-FQEVSTJZSA-N,323.565,323.3188,6.336,20.31,0,1,14,0,1,0.9524,23,2,0,0.3417,1
Chemical_106994563389432639,PYXIJIPKTNTCEK-COSJYDARSA-N,418.486,418.1992,3.692,99.13,1,7,5,0,3,0.6087,30,7,0,0.6798,0
Chemical_2461789966355634890,SQOJOAFXDQDRGF-REVVDZANSA-N,424.402,424.1369,-1.369,148.82,3,10,0,0,6,0.85,30,10,0,0.3141,0
Chemical_6314038455903175732,nan,216.168,216.0399,-2.832,69.59,1,4,3,1,1,0.1,15,5,0,0.4365,0
Chemical_2932827839913014811,RLXMQOKUFPBVGV-UHFFFAOYSA-N,204.313,204.1514,3.658,17.07,0,1,1,0,2,0.6429,15,1,0,0.5957,0
Chemical_6801104636174759002,WVANVZNUDWLCTQ-UHFFFAOYSA-N,152.237,152.1201,2.712,17.07,0,1,1,0,1,0.7,11,1,0,0.5279,0
Chemical_3279499543833085834,KUWXNIKFLNUYPE-AWEZNQCLSA-N,260.293,260.1161,0.976,60.85,1,3,3,1,3,0.4286,19,5,0,0.8239,0
Chemical_2416653013183176486,XDDAEJYWWRYPIF-LFWGBXPDSA-N,741.79,741.2785,2.933,172.04,1,13,8,2,10,0.5122,54,13,0,0.1815,2
Chemical_6008475411004263865,"1,4,6-Tri-O-Galloyl-Beta-D-Glucose",636.471,636.0963,-0.277,310.66,11,18,7,3,4,0.2222,45,18,0,0.0902,3
Chemical_2256719025982099107,STNWZOBISHHDCD-QXSWTLKVSA-N,258.361,258.162,3.026,37.3,1,2,8,0,0,0.4706,19,2,0,0.2388,0
Chemical_6506369545342929943,AVJNWIDNAJCPRK-USYDSXQJSA-N,897.109,896.5133,2.371,254.52,9,15,7,0,8,0.9362,63,16,0,0.1314,3
Chemical_963057257514049866,KDFFHQWIQPWMSY-SYIWKVFNSA-N,335.4,335.1733,1.091,71.39,2,6,3,1,4,0.6667,24,6,0,0.8617,0
Chemical_3693087988700577853,Benzoyloxypaeoniflorin,600.573,600.1843,0.213,190.67,5,13,8,2,9,0.5333,43,13,0,0.2589,2
Chemical_6226326403243768637,OGYXOOJUJQIDOX-IAILLBQISA-N,662.641,662.2211,-0.235,249.2,9,15,8,3,5,0.4688,47,15,0,0.1413,3
Chemical_8518903949356099448,VAVVYQGVFZBLHB-RRSDWBIYSA-N,552.532,552.1632,1.949,201.28,8,11,5,4,5,0.2759,40,11,0,0.1798,3
Chemical_5573481808233366054,BCJMNZRQJAVDLD-CQRYIUNCSA-N,351.399,351.1682,0.165,96.3,2,7,1,0,3,0.6667,25,7,0,0.3947,0
Chemical_2117309507375200451,DSLHMZQEYVAVLU-UHFFFAOYSA-N,271.316,271.1208,2.731,40.46,0,4,1,2,3,0.3125,20,4,0,0.8004,0
Chemical_6562195689632463280,nan,1021.955,1021.3398,3.118,383.86,10,20,34,2,3,0.7838,66,29,0,0.0355,3
Chemical_9080916854119914674,ZROGCCBNZBKLEL-XEXNSLJOSA-N,450.396,450.1162,0.038,186.37,7,11,3,2,4,0.381,32,11,0,0.313,2
Chemical_633132794080121179,Melibiose,342.297,342.1162,-5.397,189.53,8,11,4,0,2,1.0,23,11,0,0.2433,2
Chemical_3585924759662943144,JIHRTYNJAACOFO-ATKIIQCASA-N,588.873,588.4179,9.111,66.76,2,4,4,1,6,0.7179,43,4,0,0.2091,2
